File,Movie,Question,Average Negative,Average Neutral,Average Positive
aireviews_gemini.csv,The Shawshank Redemption,question3,0.23929362,0.29051688,0.4701895
aireviews_gemini.csv,Brokeback Mountain,question1,0.70774275,0.22707331,0.06518394
aireviews_gemini.csv,Brokeback Mountain,question2,0.26321182,0.35104528,0.38574296
aireviews_gemini.csv,Brokeback Mountain,question3,0.26139885,0.3282857,0.41031545
aireviews_gemini.csv,Avatar,question1,0.65496016,0.26197457,0.08306527
aireviews_gemini.csv,Avatar,question2,0.17697802,0.2947847,0.5282373
aireviews_gemini.csv,Avatar,question3,0.4010006,0.30769297,0.29130644
aireviews_gemini.csv,Titanic,question1,0.73410237,0.21624756,0.049650062
aireviews_gemini.csv,Titanic,question2,0.31056058,0.33063507,0.35880435
aireviews_gemini.csv,Titanic,question3,0.38739055,0.34824586,0.2643636
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question1,0.71848744,0.2181412,0.06337129
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question2,0.08379276,0.2344741,0.68173313
aireviews_gemini.csv,"Crouching Tiger, Hidden Dragon",question3,0.3462879,0.33433467,0.3193774
aireviews_gemini.csv,Nomadland,question1,0.68578064,0.23317602,0.08104329
aireviews_gemini.csv,Nomadland,question2,0.21334186,0.38716254,0.3994956
aireviews_gemini.csv,Nomadland,question3,0.23891477,0.37139255,0.3896927
aireviews_gemini_context_variation.csv,The Shawshank Redemption,question1,0.70122135,0.22707272,0.0717059
aireviews_gemini_context_variation.csv,The Shawshank Redemption,question2,0.3346352,0.2619471,0.40341774
aireviews_gemini_context_variation.csv,The Shawshank Redemption,question3,0.40176576,0.33703387,0.26120034
aireviews_gemini_context_variation.csv,Brokeback Mountain,question1,0.68429244,0.23296277,0.08274472
aireviews_gemini_context_variation.csv,Brokeback Mountain,question2,0.34752637,0.34112352,0.3113501
aireviews_gemini_context_variation.csv,Brokeback Mountain,question3,0.5963272,0.2839614,0.11971142
aireviews_gemini_context_variation.csv,Avatar,question1,0.68477607,0.24903126,0.066192664
aireviews_gemini_context_variation.csv,Avatar,question2,0.48410478,0.30779657,0.20809862
aireviews_gemini_context_variation.csv,Avatar,question3,0.42433518,0.3509454,0.22471943
aireviews_gemini_context_variation.csv,Titanic,question1,0.69116867,0.23920862,0.06962271
aireviews_gemini_context_variation.csv,Titanic,question2,0.46913815,0.32384166,0.20702024
aireviews_gemini_context_variation.csv,Titanic,question3,0.37620902,0.3598166,0.26397443
aireviews_gemini_context_variation.csv,"Crouching Tiger, Hidden Dragon",question1,0.7106663,0.23014578,0.059187956
aireviews_gemini_context_variation.csv,"Crouching Tiger, Hidden Dragon",question2,0.38322234,0.38880426,0.22797342
aireviews_gemini_context_variation.csv,"Crouching Tiger, Hidden Dragon",question3,0.48200798,0.30679706,0.21119495
aireviews_gemini_context_variation.csv,Nomadland,question1,0.60094225,0.30110547,0.097952284
aireviews_gemini_context_variation.csv,Nomadland,question2,0.2288152,0.41790324,0.3532815
aireviews_gemini_context_variation.csv,Nomadland,question3,0.34268335,0.37433547,0.28298122
