File,Movie,Question,Average Negative,Average Neutral,Average Positive
aireviews_deepseek_screenplays.csv,Brokeback Mountain,question3,0.45481196641921995,0.3769692271947861,0.16821881346404552
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,0.39351756051182746,0.3823607385158539,0.2241216953843832
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,0.4171415686607361,0.433827668428421,0.14903075322508813
aireviews_deepseek_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,0.32160522527992724,0.4170013040304184,0.2613934688270092
aireviews_deepseek_screenplays.csv,Nomadland,question1,0.4281725734472275,0.38692697435617446,0.18490043748170137
aireviews_deepseek_screenplays.csv,Nomadland,question2,0.4383551552891731,0.4027717009186745,0.15887313559651375
aireviews_deepseek_screenplays.csv,Nomadland,question3,0.2603812897577882,0.4499723993241787,0.28964629098773004
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question1,0.36340694421281416,0.35628875344991684,0.2803042789300283
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question2,0.29920466113835575,0.4038526177406311,0.29694271758198737
aireviews_deepseek_screenplays.csv,The Shawshank Redemption,question3,0.39490854144096377,0.4281185448169708,0.1769729219377041
aireviews_deepseek_screenplays.csv,Titanic,question1,0.47264312505722045,0.38235835134983065,0.14499851912260056
aireviews_deepseek_screenplays.csv,Titanic,question2,0.40719065368175505,0.43702160716056826,0.15578772127628326
aireviews_deepseek_screenplays.csv,Titanic,question3,0.44519495864709224,0.39610161880652106,0.15870342155297595
aireviews_gemini_screenplays.csv,Avatar,question1,0.6366796672344208,0.2761699840426445,0.08715037051588297
aireviews_gemini_screenplays.csv,Avatar,question2,0.37514145150780676,0.3908157467842102,0.23404281288385392
aireviews_gemini_screenplays.csv,Avatar,question3,0.3982696134597063,0.35847256034612657,0.24325782284140587
aireviews_gemini_screenplays.csv,Brokeback Mountain,question1,0.6484937176108361,0.23767525814473628,0.11383103760890663
aireviews_gemini_screenplays.csv,Brokeback Mountain,question2,0.3899753712117672,0.33084785640239717,0.27917675729840996
aireviews_gemini_screenplays.csv,Brokeback Mountain,question3,0.46596500794403256,0.2755776643753052,0.2584573362953961
aireviews_gemini_screenplays.csv,"Crouching Tiger, Hidden Dragon",question1,0.50391915012151,0.34087269976735113,0.15520818969234823
aireviews_gemini_screenplays.csv,"Crouching Tiger, Hidden Dragon",question2,0.2902161148376763,0.3355788953602314,0.37420497834682465
aireviews_gemini_screenplays.csv,"Crouching Tiger, Hidden Dragon",question3,0.4603732660412788,0.3376163698732853,0.20201038783416153
aireviews_gemini_screenplays.csv,Nomadland,question1,0.5651117894798517,0.3116603774949908,0.12322783693671227
aireviews_gemini_screenplays.csv,Nomadland,question2,0.3626246907748282,0.3162807926535606,0.3210945125669241
aireviews_gemini_screenplays.csv,Nomadland,question3,0.34133485052734613,0.34547701478004456,0.3131880944594741
aireviews_gemini_screenplays.csv,The Shawshank Redemption,question1,0.6208417773246765,0.23780660182237626,0.14135161265730858
aireviews_gemini_screenplays.csv,The Shawshank Redemption,question2,0.19244897798635066,0.34064866676926614,0.46690236032009125
aireviews_gemini_screenplays.csv,The Shawshank Redemption,question3,0.46529200971126555,0.32723732590675353,0.20747066484764218
aireviews_gemini_screenplays.csv,Titanic,question1,0.6045913809910417,0.28314721807837484,0.11226140893995762
aireviews_gemini_screenplays.csv,Titanic,question2,0.24318294655531644,0.36685024201869965,0.38996679708361626
aireviews_gemini_screenplays.csv,Titanic,question3,0.4237285256385803,0.3676274538040161,0.20864401161670684
aireviews_gemini_screenplays_v2.csv,Avatar,question1,0.7358137547969819,0.2155160028487444,0.04867023592814803
aireviews_gemini_screenplays_v2.csv,Avatar,question2,0.35883428938686845,0.35832462906837464,0.2828410789370537
aireviews_gemini_screenplays_v2.csv,Avatar,question3,0.43213083893060683,0.38128564655780794,0.18658352307975293
aireviews_gemini_screenplays_v2.csv,Brokeback Mountain,question1,0.6385811746120453,0.2729814574122429,0.08843735503032804
aireviews_gemini_screenplays_v2.csv,Brokeback Mountain,question2,0.5001940548419952,0.338148208707571,0.1616577330045402
aireviews_gemini_screenplays_v2.csv,Brokeback Mountain,question3,0.4181646190583706,0.3863537684082985,0.19548163060098886
aireviews_gemini_screenplays_v2.csv,"Crouching Tiger, Hidden Dragon",question1,0.5964098960161209,0.281918902695179,0.12167121060192584
aireviews_gemini_screenplays_v2.csv,"Crouching Tiger, Hidden Dragon",question2,0.28649056642316284,0.37047382071614265,0.3430356107652187
aireviews_gemini_screenplays_v2.csv,"Crouching Tiger, Hidden Dragon",question3,0.45585367232561114,0.3464529398828745,0.1976933766156435
aireviews_gemini_screenplays_v2.csv,Nomadland,question1,0.5851312458515168,0.30551454424858093,0.10935424845665694
aireviews_gemini_screenplays_v2.csv,Nomadland,question2,0.23774306764826178,0.35723097920417785,0.40502595007419584
aireviews_gemini_screenplays_v2.csv,Nomadland,question3,0.32025495618581773,0.34027343839406965,0.3394716288894415
aireviews_gemini_screenplays_v2.csv,The Shawshank Redemption,question1,0.6094784341752529,0.2647834211587906,0.1257381819188595
aireviews_gemini_screenplays_v2.csv,The Shawshank Redemption,question2,0.2787224978208542,0.41304618418216704,0.3082313030958176
aireviews_gemini_screenplays_v2.csv,The Shawshank Redemption,question3,0.42692324370145796,0.3527115352451801,0.2203652136027813
aireviews_gemini_screenplays_v2.csv,Titanic,question1,0.708434215374291,0.17754676640033723,0.11401900770142674
aireviews_gemini_screenplays_v2.csv,Titanic,question2,0.3938471804372966,0.3253542069345713,0.2807986199855804
aireviews_gemini_screenplays_v2.csv,Titanic,question3,0.43082301542162893,0.3020340147117774,0.26714296424761413
